date,equal_weight_return,tasi_proxy_close,tasi_proxy_sma200,above_tasi_sma200,regime_valid
2014-03-25,0.003332,112.1212,,False,False
2014-03-26,0.004685,112.6465,,False,False
2014-03-27,-0.009279,111.6013,,False,False
2014-03-30,-0.000673,111.5261,,False,False
2014-03-31,-0.00719,110.7243,,False,False
2014-04-01,0.012761,112.1373,,False,False
2014-04-02,0.013535,113.6551,,False,False
2014-04-03,-0.002403,113.382,,False,False
2014-04-06,-0.005186,112.794,,False,False
2014-04-07,-0.005115,112.217,,False,False
2014-04-08,0.006847,112.9854,,False,False
2014-04-09,-0.010082,111.8463,,False,False
2014-04-10,-0.007913,110.9613,,False,False
2014-04-13,-0.014666,109.334,,False,False
2014-04-14,0.013308,110.789,,False,False
2014-04-15,0.000114,110.8017,,False,False
2014-04-16,-0.000935,110.6982,,False,False
2014-04-17,0.007186,111.4936,,False,False
2014-04-20,0.015156,113.1834,,False,False
2014-04-21,-0.003876,112.7447,,False,False
2014-04-22,-0.011872,111.4063,,False,False
2014-04-23,-0.01095,110.1864,,False,False
2014-04-24,0.000886,110.284,,False,False
2014-04-27,-0.003423,109.9065,,False,False
2014-04-28,-0.005186,109.3365,,False,False
2014-04-29,0.00164,109.5159,,False,False
2014-04-30,0.00762,110.3504,,False,False
2014-05-01,0.018476,112.3892,,False,False
2014-05-04,0.00957,113.4648,,False,False
2014-05-05,-0.004311,112.9756,,False,False
2014-05-06,-0.003584,112.5707,,False,False
2014-05-07,-0.002701,112.2666,,False,False
2014-05-08,0.00125,112.407,,False,False
2014-05-11,-0.002925,112.0782,,False,False
2014-05-12,-0.000655,112.0048,,False,False
2014-05-13,0.008602,112.9682,,False,False
2014-05-14,0.010759,114.1837,,False,False
2014-05-15,-0.001458,114.0171,,False,False
2014-05-18,0.000238,114.0443,,False,False
2014-05-19,-0.006333,113.322,,False,False
2014-05-20,-0.000811,113.2301,,False,False
2014-05-21,-0.000437,113.1807,,False,False
2014-05-22,0.004333,113.6711,,False,False
2014-05-25,0.00452,114.1849,,False,False
2014-05-26,0.005794,114.8465,,False,False
2014-05-27,0.001213,114.9857,,False,False
2014-05-28,-0.004946,114.4171,,False,False
2014-05-29,0.00067,114.4937,,False,False
2014-06-01,0.011435,115.8029,,False,False
2014-06-02,0.001174,115.9388,,False,False
2014-06-03,-0.003733,115.5061,,False,False
2014-06-04,0.009925,116.6524,,False,False
2014-06-05,-0.002478,116.3633,,False,False
2014-06-08,-0.001973,116.1337,,False,False
2014-06-09,0.002602,116.4359,,False,False
2014-06-10,0.003329,116.8236,,False,False
2014-06-11,-0.00688,116.0198,,False,False
2014-06-12,-0.007293,115.1737,,False,False
2014-06-15,-0.015822,113.3515,,False,False
2014-06-16,-0.012784,111.9024,,False,False
2014-06-17,0.001204,112.0371,,False,False
2014-06-18,0.006863,112.8059,,False,False
2014-06-19,0.010604,114.0021,,False,False
2014-06-22,0.004737,114.5421,,False,False
2014-06-23,-0.011972,113.1708,,False,False
2014-06-24,-0.009928,112.0472,,False,False
2014-06-25,0.010434,113.2163,,False,False
2014-06-26,0.002225,113.4682,,False,False
2014-06-29,-0.008156,112.5428,,False,False
2014-06-30,-0.003926,112.101,,False,False
2014-07-01,0.014388,113.7139,,False,False
2014-07-02,0.010168,114.8701,,False,False
2014-07-03,-0.003992,114.4115,,False,False
2014-07-06,0.010052,115.5616,,False,False
2014-07-07,0.007129,116.3855,,False,False
2014-07-08,0.00635,117.1245,,False,False
2014-07-09,-0.005558,116.4736,,False,False
2014-07-10,-0.002629,116.1674,,False,False
2014-07-13,0.002163,116.4187,,False,False
2014-07-14,-0.001199,116.2791,,False,False
2014-07-15,-0.004373,115.7706,,False,False
2014-07-16,0.00064,115.8446,,False,False
2014-07-17,-0.007071,115.0255,,False,False
2014-07-20,-0.003932,114.5732,,False,False
2014-07-21,0.004715,115.1134,,False,False
2014-07-22,0.043526,120.1239,,False,False
2014-07-23,0.013111,121.6988,,False,False
2014-07-24,0.007548,122.6175,,False,False
2014-08-03,0.005449,123.2856,,False,False
2014-08-04,0.003041,123.6605,,False,False
2014-08-05,0.000657,123.7418,,False,False
2014-08-06,-0.001642,123.5386,,False,False
2014-08-07,0.008946,124.6438,,False,False
2014-08-10,0.003483,125.078,,False,False
2014-08-11,0.002299,125.3656,,False,False
2014-08-12,0.002985,125.7397,,False,False
2014-08-13,0.001247,125.8966,,False,False
2014-08-14,-0.006131,125.1246,,False,False
2014-08-17,0.008314,126.1649,,False,False
2014-08-18,0.005411,126.8476,,False,False
2014-08-19,0.000928,126.9654,,False,False
2014-08-20,0.002773,127.3174,,False,False
2014-08-21,0.002457,127.6302,,False,False
2014-08-24,0.025813,130.9247,,False,False
2014-08-25,-0.006616,130.0585,,False,False
2014-08-26,0.015574,132.084,,False,False
2014-08-27,0.012884,133.7858,,False,False
2014-08-28,-0.001135,133.6339,,False,False
2014-08-31,0.008587,134.7815,,False,False
2014-09-01,-0.001734,134.5478,,False,False
2014-09-02,-0.007854,133.491,,False,False
2014-09-03,0.000927,133.6148,,False,False
2014-09-04,0.006026,134.42,,False,False
2014-09-07,0.002726,134.7864,,False,False
2014-09-08,-0.001935,134.5256,,False,False
2014-09-09,0.001586,134.739,,False,False
2014-09-10,-0.004553,134.1255,,False,False
2014-09-11,-0.009492,132.8524,,False,False
2014-09-14,-0.004138,132.3026,,False,False
2014-09-15,-0.009956,130.9855,,False,False
2014-09-16,0.00622,131.8001,,False,False
2014-09-17,0.010235,133.1492,,False,False
2014-09-18,-0.000272,133.1129,,False,False
2014-09-21,-0.006063,132.3059,,False,False
2014-09-22,-0.014105,130.4398,,False,False
2014-09-24,-0.016951,128.2288,,False,False
2014-09-25,0.003019,128.6158,,False,False
2014-09-28,-0.00863,127.5059,,False,False
2014-09-29,0.00636,128.3168,,False,False
2014-09-30,0.007427,129.2698,,False,False
2014-10-01,-0.005672,128.5366,,False,False
2014-10-02,-0.000593,128.4604,,False,False
2014-10-12,-0.077257,118.5359,,False,False
2014-10-13,0.026399,121.6652,,False,False
2014-10-14,-0.022805,118.8906,,False,False
2014-10-15,-0.041,114.0161,,False,False
2014-10-16,-0.042193,109.2054,,False,False
2014-10-19,0.031475,112.6427,,False,False
2014-10-20,0.020133,114.9106,,False,False
2014-10-21,0.026615,117.9689,,False,False
2014-10-22,0.018664,120.1707,114.9175,True,True
2014-10-23,-0.00468,119.6083,115.0155,True,True
2014-10-26,0.018895,121.8683,115.1256,True,True
2014-10-27,-0.011859,120.4231,115.2282,True,True
2014-10-28,0.002597,120.7358,115.332,True,True
2014-10-29,-0.009583,119.5788,115.4212,True,True
2014-10-30,-0.001187,119.4369,115.4957,True,True
2014-11-02,0.005402,120.0821,115.5666,True,True
2014-11-03,0.002849,120.4242,115.6389,True,True
2014-11-04,-0.04409,115.1147,115.6843,False,True
2014-11-05,-0.017191,113.1358,115.7201,False,True
2014-11-06,0.007447,113.9783,115.7583,False,True
2014-11-09,-0.003262,113.6065,115.7964,False,True
2014-11-10,0.004246,114.0889,115.8447,False,True
2014-11-11,-0.001024,113.9721,115.8942,False,True
2014-11-12,0.008849,114.9806,115.9442,False,True
2014-11-13,0.002068,115.2183,115.9991,False,True
2014-11-16,-0.013467,113.6667,116.0485,False,True
2014-11-17,0.003537,114.0687,116.1058,False,True
2014-11-18,0.006241,114.7806,116.175,False,True
2014-11-19,0.001264,114.9258,116.2443,False,True
2014-11-20,-0.001539,114.7489,116.3074,False,True
2014-11-23,0.014526,116.4157,116.3781,True,True
2014-11-24,-0.013605,114.8319,116.4311,False,True
2014-11-25,-0.017409,112.8329,116.476,False,True
2014-11-26,-0.019395,110.6444,116.5124,False,True
2014-11-27,0.00255,110.9265,116.552,False,True
2014-11-30,-0.049668,105.417,116.5636,False,True
2014-12-01,0.010525,106.5265,116.5747,False,True
2014-12-02,0.001371,106.6726,116.5867,False,True
2014-12-03,0.005536,107.2631,116.6031,False,True
2014-12-04,0.024683,109.9106,116.6319,False,True
2014-12-07,-0.003816,109.4912,116.6562,False,True
2014-12-08,-0.023575,106.9099,116.6666,False,True
2014-12-09,-0.015685,105.2331,116.6702,False,True
2014-12-10,-0.037366,101.3009,116.6539,False,True
2014-12-11,-0.000686,101.2315,116.6367,False,True
2014-12-14,-0.040759,97.1054,116.5983,False,True
2014-12-15,-0.031645,94.0325,116.5406,False,True
2014-12-16,-0.081656,86.3542,116.443,False,True
2014-12-17,0.048554,90.547,116.3647,False,True
2014-12-18,0.099242,99.5331,116.3285,False,True
2014-12-21,0.040253,103.5396,116.3098,False,True
2014-12-22,-0.005283,102.9926,116.2892,False,True
2014-12-23,-0.002213,102.7647,116.2722,False,True
2014-12-24,0.011931,103.9907,116.2515,False,True
2014-12-25,0.012929,105.3352,116.2398,False,True
2014-12-28,0.016101,107.0311,116.2306,False,True
2014-12-29,0.001963,107.2412,116.2176,False,True
2014-12-30,-0.042885,102.6422,116.1827,False,True
2014-12-31,-0.028747,99.6915,116.1322,False,True
2015-01-01,0.020644,101.7495,116.095,False,True
2015-01-04,-0.002988,101.4455,116.0548,False,True
2015-01-05,-0.03408,97.9883,115.995,False,True
2015-01-06,-0.004161,97.5805,115.9328,False,True
2015-01-07,0.013831,98.9302,115.8793,False,True
2015-01-08,0.018683,100.7785,115.8371,False,True
2015-01-11,0.007219,101.5061,115.796,False,True
2015-01-12,0.007482,102.2656,115.749,False,True
2015-01-13,0.006628,102.9433,115.7049,False,True
2015-01-14,0.015007,104.4882,115.6668,False,True
2015-01-15,-0.012181,103.2155,115.6196,False,True
2015-01-18,0.011123,104.3635,115.5834,False,True
2015-01-19,-0.00137,104.2205,115.5469,False,True
2015-01-20,-0.008618,103.3223,115.5099,False,True
2015-01-21,-0.024252,100.8165,115.4533,False,True
2015-01-22,0.006896,101.5118,115.3926,False,True
2015-01-26,0.009022,102.4276,115.3378,False,True
2015-01-27,0.036096,106.1248,115.3045,False,True
2015-01-28,0.027143,109.0054,115.2884,False,True
2015-01-29,-0.012117,107.6846,115.2619,False,True
2015-02-01,0.032069,111.1379,115.2584,False,True
2015-02-02,0.008823,112.1184,115.2641,False,True
2015-02-03,0.006873,112.8891,115.2819,False,True
2015-02-04,-0.004121,112.4238,115.2901,False,True
2015-02-05,0.006273,113.1291,115.3017,False,True
2015-02-08,0.024248,115.8723,115.3276,True,True
2015-02-09,0.020596,118.2588,115.3614,True,True
2015-02-10,-0.014986,116.4866,115.3779,True,True
2015-02-11,-0.027545,113.278,115.3806,False,True
2015-02-12,0.012386,114.6811,115.397,False,True
2015-02-15,0.019434,116.9098,115.4306,True,True
2015-02-16,0.000421,116.9591,115.464,True,True
2015-02-17,0.004186,117.4486,115.5017,True,True
2015-02-18,-0.004999,116.8615,115.5393,True,True
2015-02-19,-0.010128,115.678,115.5701,True,True
2015-02-22,-7.1e-05,115.6697,115.5967,True,True
2015-02-23,-0.009127,114.614,115.6078,False,True
2015-02-24,0.007802,115.5083,115.6181,False,True
2015-02-25,0.013455,117.0625,115.6385,True,True
2015-02-26,0.003135,117.4294,115.6628,True,True
2015-03-01,-0.001942,117.2014,115.6875,True,True
2015-03-02,0.006525,117.9661,115.7153,True,True
2015-03-03,0.007393,118.8382,115.7491,True,True
2015-03-04,0.003039,119.1994,115.785,True,True
2015-03-05,0.014295,120.9033,115.8247,True,True
2015-03-08,0.005551,121.5744,115.8617,True,True
2015-03-09,0.003423,121.9906,115.9015,True,True
2015-03-10,0.000917,122.1024,115.9418,True,True
2015-03-11,-0.000809,122.0036,115.9852,True,True
2015-03-12,0.013526,123.6538,116.0373,True,True
2015-03-15,-0.012435,122.1162,116.082,True,True
2015-03-16,-0.027502,118.7578,116.1075,True,True
2015-03-17,-0.012116,117.3189,116.1231,True,True
2015-03-18,-0.017875,115.2218,116.125,False,True
2015-03-19,0.010153,116.3917,116.132,True,True
2015-03-22,0.012735,117.874,116.1493,True,True
2015-03-23,-0.000734,117.7875,116.1658,True,True
2015-03-24,-0.001005,117.6691,116.1751,True,True
2015-03-25,-0.053137,111.4165,116.1525,False,True
2015-03-26,0.007301,112.23,116.1361,False,True
2015-03-29,0.011644,113.5368,116.1205,False,True
2015-03-30,-0.015275,111.8026,116.0977,False,True
2015-03-31,-0.02142,109.4078,116.0641,False,True
2015-04-01,0.00627,110.0938,116.0324,False,True
2015-04-02,-0.014924,108.4507,115.9905,False,True
2015-04-05,-0.017909,106.5084,115.943,False,True
2015-04-06,0.006449,107.1953,115.9031,False,True
2015-04-07,0.020667,109.4107,115.8834,False,True
2015-04-08,0.006001,110.0673,115.8742,False,True
2015-04-09,0.020249,112.296,115.8755,False,True
2015-04-12,0.00731,113.1169,115.8771,False,True
2015-04-13,0.013454,114.6388,115.8802,False,True
2015-04-14,-0.01674,112.7197,115.8711,False,True
2015-04-15,0.022967,115.3085,115.8818,False,True
2015-04-16,0.01117,116.5965,115.9046,True,True
2015-04-19,0.048117,122.2068,115.9495,True,True
2015-04-20,0.004935,122.8099,115.9962,True,True
2015-04-21,-0.001486,122.6275,116.0466,True,True
2015-04-22,-0.001568,122.4352,116.0983,True,True
2015-04-23,0.004341,122.9668,116.1446,True,True
2015-04-26,0.010829,124.2984,116.1917,True,True
2015-04-27,0.001444,124.4779,116.2421,True,True
2015-04-28,0.000197,124.5025,116.2868,True,True
2015-04-29,0.019197,126.8925,116.3393,True,True
2015-04-30,0.002086,127.1572,116.3895,True,True
2015-05-03,-0.000465,127.098,116.4426,True,True
2015-05-04,0.003033,127.4835,116.4992,True,True
2015-05-05,-0.006854,126.6097,116.5501,True,True
2015-05-06,0.003995,127.1155,116.6043,True,True
2015-05-07,-0.00783,126.1201,116.656,True,True
2015-05-10,-0.003553,125.672,116.7052,True,True
2015-05-11,-0.01366,123.9553,116.7498,True,True
2015-05-12,0.010986,125.3171,116.8036,True,True
2015-05-13,0.006144,126.087,116.8584,True,True
2015-05-14,0.010981,127.4716,116.8952,True,True
2015-05-17,0.007027,128.3673,116.9285,True,True
2015-05-18,-0.003175,127.9598,116.9552,True,True
2015-05-19,-0.003404,127.5243,116.9764,True,True
2015-05-20,-0.012468,125.9343,116.9878,True,True
2015-05-21,0.004013,126.4397,117.0013,True,True
2015-05-24,-0.002918,126.0707,117.0139,True,True
2015-05-25,0.006366,126.8733,117.0251,True,True
2015-05-26,0.011195,128.2937,117.0412,True,True
2015-05-27,-0.008311,127.2274,117.0505,True,True
2015-05-28,-0.001516,127.0346,117.0569,True,True
2015-05-31,-0.006527,126.2054,117.0585,True,True
2015-06-01,-0.000277,126.1705,117.0637,True,True
2015-06-02,0.001719,126.3874,117.0648,True,True
2015-06-03,-0.004574,125.8093,117.0596,True,True
2015-06-04,-0.002409,125.5062,117.0523,True,True
2015-06-07,-0.011525,124.0597,117.036,True,True
2015-06-08,-0.005097,123.4274,117.015,True,True
2015-06-09,-0.000311,123.3889,116.9774,True,True
2015-06-10,0.007318,124.2919,116.9485,True,True
2015-06-11,-0.004402,123.7448,116.9068,True,True
2015-06-14,0.019639,126.175,116.8688,True,True
2015-06-15,-0.009275,125.0048,116.8256,True,True
2015-06-16,-0.002344,124.7118,116.7753,True,True
2015-06-17,-0.001138,124.5698,116.7254,True,True
2015-06-18,-0.005981,123.8247,116.6771,True,True
2015-06-21,-0.025352,120.6855,116.6124,True,True
2015-06-22,-0.009351,119.557,116.5381,True,True
2015-06-23,-0.000669,119.477,116.4615,True,True
2015-06-24,0.004217,119.9807,116.3888,True,True
2015-06-25,0.006087,120.7111,116.3187,True,True
2015-06-28,-0.020058,118.2898,116.2395,True,True
2015-06-29,-0.023801,115.4744,116.1526,False,True
2015-06-30,0.003016,115.8226,116.0702,False,True
2015-07-01,0.009064,116.8724,115.9996,True,True
2015-07-02,0.006677,117.6528,115.9289,True,True
2015-07-05,0.00483,118.221,115.8543,True,True
2015-07-06,-0.008798,117.1809,115.7746,True,True
2015-07-07,-0.013172,115.6373,115.6913,False,True
2015-07-08,-0.001428,115.4722,115.6164,False,True
2015-07-09,0.044897,120.6566,115.5786,True,True
2015-07-12,-0.005566,119.9851,115.5354,True,True
2015-07-13,0.004298,120.5007,115.5004,True,True
2015-07-14,0.004328,121.0223,115.4639,True,True
2015-07-15,0.014168,122.7369,115.4313,True,True
2015-07-19,0.0,122.7369,115.4023,True,True
2015-07-20,0.0,122.7369,115.3736,True,True
2015-07-21,0.0,122.7369,115.3946,True,True
2015-07-22,0.004507,123.29,115.4028,True,True
2015-07-23,-0.001796,123.0686,115.4237,True,True
2015-07-26,-0.006706,122.2433,115.4648,True,True
2015-07-27,-0.020812,119.6991,115.5173,True,True
2015-07-28,0.001903,119.9269,115.5537,True,True
2015-07-29,0.010387,121.1726,115.585,True,True
2015-07-30,-0.001078,121.042,115.6004,True,True
2015-08-02,-0.032852,117.0655,115.5848,True,True
2015-08-03,0.008095,118.0131,115.5769,True,True
2015-08-04,-0.01092,116.7244,115.5511,True,True
2015-08-05,-0.000207,116.7002,115.5325,True,True
2015-08-06,-0.02434,113.8598,115.4981,False,True
2015-08-09,0.002917,114.1919,115.4712,False,True
2015-08-10,0.014058,115.7972,115.453,True,True
2015-08-11,-0.007704,114.905,115.4271,False,True
2015-08-12,-0.006851,114.1179,115.3956,False,True
2015-08-13,-0.001962,113.8939,115.3895,False,True
2015-08-16,-0.029928,110.4853,115.3762,False,True
2015-08-17,-0.001145,110.3587,115.3581,False,True
2015-08-18,-0.035476,106.4437,115.3223,False,True
2015-08-19,-0.024851,103.7984,115.2709,False,True
2015-08-20,0.003684,104.1808,115.2219,False,True
2015-08-23,-0.074716,96.3968,115.129,False,True
2015-08-24,-0.058233,90.7833,115.0068,False,True
2015-08-25,0.088965,98.8599,114.9328,False,True
2015-08-26,-0.029868,95.9071,114.842,False,True
2015-08-27,0.027192,98.515,114.7606,False,True
2015-08-30,0.016792,100.1693,114.6869,False,True
2015-08-31,-0.020747,98.091,114.6036,False,True
2015-09-01,-0.010425,97.0684,114.5068,False,True
2015-09-02,-0.008506,96.2427,114.4139,False,True
2015-09-03,0.00572,96.7932,114.3337,False,True
2015-09-06,0.006135,97.3871,114.2674,False,True
2015-09-07,0.007832,98.1499,114.2035,False,True
2015-09-08,0.01124,99.253,114.1727,False,True
2015-09-09,0.021044,101.3417,114.1468,False,True
2015-09-10,-0.00748,100.5836,114.1163,False,True
2015-09-13,-0.010352,99.5424,114.0777,False,True
2015-09-14,-0.019702,97.5813,114.0161,False,True
2015-09-15,0.005319,98.1003,113.9591,False,True
2015-09-16,-0.004927,97.617,113.9127,False,True
2015-09-17,-0.013146,96.3338,113.8682,False,True
2015-09-20,-0.015309,94.859,113.836,False,True
2015-09-21,0.006796,95.5037,113.8073,False,True
2015-09-27,0.0,95.5037,113.7993,False,True
2015-09-28,0.0,95.5037,113.8067,False,True
2015-09-29,-0.014581,94.1112,113.8455,False,True
2015-09-30,0.010895,95.1365,113.8684,False,True
2015-10-01,-0.015348,93.6764,113.8391,False,True
2015-10-04,-0.000423,93.6368,113.7896,False,True
2015-10-05,0.012538,94.8108,113.7487,False,True
2015-10-06,0.004707,95.257,113.7112,False,True
2015-10-07,0.020868,97.2449,113.6774,False,True
2015-10-08,0.017764,98.9723,113.6456,False,True
2015-10-11,0.026273,101.5726,113.6183,False,True
2015-10-12,-0.004819,101.0832,113.5875,False,True
2015-10-13,0.001024,101.1867,113.5803,False,True
2015-10-14,0.001558,101.3443,113.5885,False,True
2015-10-15,-0.012391,100.0886,113.5802,False,True
2015-10-18,0.021088,102.1992,113.584,False,True
2015-10-19,-0.007725,101.4098,113.6011,False,True
2015-10-20,-0.009951,100.4007,113.6152,False,True
2015-10-21,-0.038828,96.5023,113.6031,False,True
2015-10-22,-0.010479,95.491,113.5766,False,True
2015-10-25,-0.008658,94.6643,113.5424,False,True
2015-10-26,0.007498,95.374,113.5079,False,True
2015-10-27,-0.035438,91.9942,113.4532,False,True
2015-10-28,0.006189,92.5635,113.3936,False,True
2015-10-29,0.006301,93.1467,113.3432,False,True
2015-11-01,-0.016785,91.5832,113.2793,False,True
2015-11-02,0.004253,91.9727,113.2181,False,True
2015-11-03,-0.01736,90.3761,113.1534,False,True
2015-11-04,0.013708,91.6149,113.1074,False,True
2015-11-05,-0.010648,90.6394,113.053,False,True
2015-11-08,-0.012549,89.502,112.9884,False,True
2015-11-09,0.013552,90.7149,112.9113,False,True
2015-11-10,-0.001182,90.6077,112.8193,False,True
2015-11-11,0.028561,93.1955,112.7469,False,True
2015-11-12,-0.003739,92.8471,112.6554,False,True
2015-11-15,-0.029319,90.1249,112.5455,False,True
2015-11-16,0.022137,92.12,112.4416,False,True
2015-11-17,-0.007586,91.4211,112.3366,False,True
2015-11-18,0.010623,92.3923,112.2329,False,True
2015-11-19,0.019373,94.1823,112.1245,False,True
2015-11-22,0.015579,95.6495,112.0114,False,True
2015-11-23,-0.001746,95.4826,111.9064,False,True
2015-11-24,0.009755,96.414,111.8221,False,True
2015-11-25,0.001288,96.5382,111.7314,False,True
2015-11-26,0.000772,96.6127,111.6299,False,True
2015-11-29,0.000668,96.6772,111.5285,False,True
2015-11-30,0.001266,96.7996,111.4252,False,True
2015-12-01,0.007626,97.5377,111.3286,False,True
2015-12-02,-0.000934,97.4466,111.2374,False,True
2015-12-03,-0.016141,95.8737,111.1385,False,True
2015-12-06,0.001203,95.9891,111.0453,False,True
2015-12-07,-0.008304,95.192,110.9438,False,True
2015-12-08,-0.018785,93.4038,110.8255,False,True
2015-12-09,0.011148,94.4451,110.7105,False,True
2015-12-10,-0.001331,94.3194,110.5961,False,True
2015-12-13,-0.021816,92.2617,110.4676,False,True
2015-12-14,-0.023244,90.1172,110.324,False,True
2015-12-15,0.009291,90.9545,110.1828,False,True
2015-12-16,0.020302,92.8011,110.0423,False,True
2015-12-17,0.031829,95.7549,109.9132,False,True
2015-12-20,-0.02609,93.2567,109.7695,False,True
2015-12-21,-0.001839,93.0852,109.6244,False,True
2015-12-22,0.017083,94.6753,109.4878,False,True
2015-12-23,-0.020065,92.7756,109.3334,False,True
2015-12-24,-0.004892,92.3218,109.1844,False,True
2015-12-27,0.000634,92.3804,109.0525,False,True
2015-12-28,0.017524,93.9993,108.9359,False,True
2015-12-29,-0.0079,93.2567,108.8261,False,True
2015-12-30,-0.011223,92.21,108.7052,False,True
2015-12-31,-0.004267,91.8166,108.5749,False,True
2016-01-03,0.005486,92.3203,108.4476,False,True
2016-01-04,-0.020342,90.4423,108.3114,False,True
2016-01-05,-0.000676,90.3811,108.2063,False,True
2016-01-06,-0.038,86.9466,108.0798,False,True
2016-01-07,-0.046758,82.8812,107.9266,False,True
2016-01-10,-0.003372,82.6017,107.7806,False,True
2016-01-11,0.003043,82.853,107.6478,False,True
2016-01-12,-0.015875,81.5377,107.505,False,True
2016-01-13,-0.00052,81.4954,107.3702,False,True
2016-01-14,-0.032326,78.8609,107.232,False,True
2016-01-17,-0.051843,74.7726,107.0699,False,True
2016-01-18,0.006129,75.2309,106.899,False,True
2016-01-19,0.034358,77.8156,106.7377,False,True
2016-01-20,-0.058393,73.2717,106.5426,False,True
2016-01-21,-0.005238,72.8879,106.3415,False,True
2016-01-24,0.050859,76.5949,106.1512,False,True
2016-01-25,-0.004603,76.2423,105.9689,False,True
2016-01-26,0.001716,76.3732,105.7742,False,True
2016-01-27,0.013157,77.378,105.5781,False,True
2016-01-28,0.02448,79.2723,105.3634,False,True
2016-01-31,0.025152,81.2661,105.1557,False,True
2016-02-01,-0.002237,81.0843,104.948,False,True
2016-02-02,-0.018438,79.5893,104.7337,False,True
2016-02-03,0.008873,80.2955,104.5204,False,True
2016-02-04,0.006863,80.8466,104.3031,False,True
2016-02-07,-0.012207,79.8597,104.08,False,True
2016-02-08,-0.001198,79.7641,103.8563,False,True
2016-02-09,-0.001855,79.6161,103.62,False,True
2016-02-10,-0.0073,79.0349,103.3794,False,True
2016-02-11,-0.018654,77.5606,103.1317,False,True
2016-02-14,-0.005446,77.1382,102.8799,False,True
2016-02-15,0.027725,79.2769,102.6433,False,True
2016-02-16,0.00813,79.9214,102.4073,False,True
2016-02-17,0.013397,80.9921,102.1817,False,True
2016-02-18,0.012778,82.027,101.9634,False,True
2016-02-21,-0.002125,81.8527,101.7529,False,True
2016-02-22,0.01694,83.2393,101.5425,False,True
2016-02-23,-0.001989,83.0737,101.3275,False,True
2016-02-24,-0.016822,81.6762,101.0985,False,True
2016-02-25,0.002521,81.8821,100.8661,False,True
2016-02-28,0.018476,83.395,100.6432,False,True
2016-02-29,-0.004435,83.0252,100.4207,False,True
2016-03-01,0.010663,83.9104,100.2106,False,True
2016-03-02,-0.006479,83.3667,99.9953,False,True
2016-03-03,0.005047,83.7875,99.7838,False,True
2016-03-06,0.026002,85.9661,99.5793,False,True
2016-03-07,-0.004317,85.595,99.3658,False,True
2016-03-08,0.013136,86.7194,99.1633,False,True
2016-03-09,0.001959,86.8893,98.9626,False,True
2016-03-10,-0.001507,86.7584,98.7653,False,True
2016-03-13,0.001229,86.865,98.5688,False,True
2016-03-14,-0.010304,85.9699,98.3667,False,True
2016-03-15,-0.008022,85.2803,98.1641,False,True
